CYPRESS AV,6, 11/29/2016,4010,
CYPRESS AV,6, 11/28/2016,4012,
CYPRESS AV,6, 11/30/2016,4033,
CYPRESS AV,6, 12/01/2016,4156,3323.1666666667
CYPRESS AV,6, 12/02/2016,4288,
E 143/ST MARY'S,6, 11/27/2016,414,
E 143/ST MARY'S,6, 11/26/2016,432,
E 143/ST MARY'S,6, 12/02/2016,1059,
E 143/ST MARY'S,6, 11/28/2016,1099,
E 143/ST MARY'S,6, 11/29/2016,1129,1403.5
E 143/ST MARY'S,6, 11/30/2016,1129,
E 143/ST MARY'S,6, 12/01/2016,1148,
E 149 ST,6, 11/27/2016,2102,
E 149 ST,6, 11/26/2016,2602,
E 149 ST,6, 11/29/2016,4823,
E 149 ST,6, 11/28/2016,4827,2771.8333333333
E 149 ST,6, 11/30/2016,4873,
E 149 ST,6, 12/02/2016,5059,
E 149 ST,6, 12/01/2016,5075,
ELDER AV,6, 11/27/2016,3181,
ELDER AV,6, 11/26/2016,3914,
ELDER AV,6, 11/29/2016,6385,4747.8333333333
ELDER AV,6, 11/30/2016,6570,
ELDER AV,6, 11/28/2016,6692,
ELDER AV,6, 12/02/2016,6838,
ELDER AV,6, 12/01/2016,6880,
HUNTS POINT AV,6, 11/27/2016,3791,
HUNTS POINT AV,6, 11/26/2016,4629,5900
HUNTS POINT AV,6, 11/29/2016,9998,
HUNTS POINT AV,6, 11/30/2016,10310,
HUNTS POINT AV,6, 11/28/2016,10326,
HUNTS POINT AV,6, 12/02/2016,10792,
HUNTS POINT AV,6, 12/01/2016,10939,
LONGWOOD AV,6, 11/27/2016,1334,8949.8333333333
LONGWOOD AV,6, 11/26/2016,1704,
LONGWOOD AV,6, 11/29/2016,3460,
LONGWOOD AV,6, 11/30/2016,3568,
LONGWOOD AV,6, 11/28/2016,3592,
LONGWOOD AV,6, 12/02/2016,3657,
LONGWOOD AV,6, 12/01/2016,3775,3292.6666666667
MIDDLETOWN RD,6, 11/27/2016,575,
MIDDLETOWN RD,6, 11/26/2016,677,
MIDDLETOWN RD,6, 11/29/2016,2159,
MIDDLETOWN RD,6, 12/02/2016,2173,
MIDDLETOWN RD,6, 11/30/2016,2222,
MIDDLETOWN RD,6, 12/01/2016,2253,1676.5
MIDDLETOWN RD,6, 11/28/2016,2262,
MORISN AV/SNDVW,6, 11/27/2016,3180,
MORISN AV/SNDVW,6, 11/26/2016,4066,
MORISN AV/SNDVW,6, 11/29/2016,6823,
MORISN AV/SNDVW,6, 11/30/2016,6943,
MORISN AV/SNDVW,6, 11/28/2016,7057,5055.1666666667
MORISN AV/SNDVW,6, 12/01/2016,7337,
MORISN AV/SNDVW,6, 12/02/2016,7355,
PARKCHESTER,6, 11/27/2016,6635,
PARKCHESTER,6, 11/26/2016,8423,
PARKCHESTER,6, 11/29/2016,16043,
PARKCHESTER,6, 11/30/2016,16324,10352.8333333333
PARKCHESTER,6, 11/28/2016,16545,
PARKCHESTER,6, 12/02/2016,17121,
PARKCHESTER,6, 12/01/2016,17259,
PELHAM BAY PARK,6, 11/27/2016,2788,
PELHAM BAY PARK,6, 11/26/2016,3702,
PELHAM BAY PARK,6, 11/29/2016,7355,10795
PELHAM BAY PARK,6, 11/30/2016,7562,
PELHAM BAY PARK,6, 11/28/2016,7566,
PELHAM BAY PARK,6, 12/02/2016,7868,
PELHAM BAY PARK,6, 12/01/2016,7991,
SPRING ST,6, 11/26/2016,2656,
SPRING ST,6, 11/27/2016,5680,6553.8333333333
SPRING ST,6, 11/29/2016,10001,
SPRING ST,6, 11/28/2016,10149,
SPRING ST,6, 11/30/2016,10514,
SPRING ST,6, 12/01/2016,11314,
SPRING ST,6, 12/02/2016,11944,
ST LAWRENCE AV,6, 11/27/2016,2194,9352.6666666667
ST LAWRENCE AV,6, 11/26/2016,2545,
ST LAWRENCE AV,6, 11/29/2016,4213,
ST LAWRENCE AV,6, 11/28/2016,4364,
ST LAWRENCE AV,6, 11/30/2016,4368,
ST LAWRENCE AV,6, 12/02/2016,4482,
ST LAWRENCE AV,6, 12/01/2016,4606,4096.3333333333
WESTCHESTER SQ,6, 11/27/2016,2086,
WESTCHESTER SQ,6, 11/26/2016,2670,
WESTCHESTER SQ,6, 11/29/2016,6825,
WESTCHESTER SQ,6, 12/02/2016,7116,
WESTCHESTER SQ,6, 11/28/2016,7211,
WESTCHESTER SQ,6, 11/30/2016,7213,5520.1666666667
WESTCHESTER SQ,6, 12/01/2016,7451,
WHITLOCK AV,6, 11/27/2016,813,
WHITLOCK AV,6, 11/26/2016,1060,
WHITLOCK AV,6, 11/29/2016,1928,
WHITLOCK AV,6, 11/30/2016,2001,
WHITLOCK AV,6, 11/28/2016,2018,2545.1666666667
WHITLOCK AV,6, 12/01/2016,2021,
WHITLOCK AV,6, 12/02/2016,2100,
ZEREGA AV,6, 11/27/2016,913,
ZEREGA AV,6, 11/26/2016,1134,
ZEREGA AV,6, 11/30/2016,2638,
ZEREGA AV,6, 11/29/2016,2687,1915.5
ZEREGA AV,6, 11/28/2016,2733,
ZEREGA AV,6, 12/02/2016,2738,
ZEREGA AV,6, 12/01/2016,2851,
103 ST-CORONA,7, 11/27/2016,10932,
103 ST-CORONA,7, 11/26/2016,13527,
103 ST-CORONA,7, 11/29/2016,19752,8755.5
103 ST-CORONA,7, 11/30/2016,20612,
103 ST-CORONA,7, 11/28/2016,21135,
103 ST-CORONA,7, 12/01/2016,21551,
103 ST-CORONA,7, 12/02/2016,21660,
111 ST,7, 11/27/2016,6012,
111 ST,7, 11/26/2016,7709,16446.5
111 ST,7, 11/29/2016,11275,
111 ST,7, 11/30/2016,11345,
111 ST,7, 11/28/2016,11495,
111 ST,7, 12/01/2016,11864,
111 ST,7, 12/02/2016,11988,
33 ST-RAWSON ST,7, 11/27/2016,1129,9849.3333333333
33 ST-RAWSON ST,7, 11/26/2016,1532,
33 ST-RAWSON ST,7, 12/02/2016,12581,
33 ST-RAWSON ST,7, 11/28/2016,15768,
33 ST-RAWSON ST,7, 11/29/2016,15903,
33 ST-RAWSON ST,7, 11/30/2016,15958,
33 ST-RAWSON ST,7, 12/01/2016,16164,12984.3333333333
34 ST-HUDSON YD,7, 11/26/2016,4307,
34 ST-HUDSON YD,7, 11/27/2016,5437,
34 ST-HUDSON YD,7, 12/02/2016,8580,
34 ST-HUDSON YD,7, 12/01/2016,8894,
34 ST-HUDSON YD,7, 11/28/2016,9909,
34 ST-HUDSON YD,7, 11/30/2016,9961,7848
34 ST-HUDSON YD,7, 11/29/2016,10069,
40 ST LOWERY ST,7, 11/27/2016,3110,
40 ST LOWERY ST,7, 11/26/2016,4360,
40 ST LOWERY ST,7, 11/29/2016,10920,
40 ST LOWERY ST,7, 11/28/2016,11137,
40 ST LOWERY ST,7, 12/02/2016,11240,8472.6666666667
40 ST LOWERY ST,7, 11/30/2016,11284,
40 ST LOWERY ST,7, 12/01/2016,11596,
46 ST BLISS ST,7, 11/27/2016,5650,
46 ST BLISS ST,7, 11/26/2016,7430,
46 ST BLISS ST,7, 11/29/2016,13764,
46 ST BLISS ST,7, 11/28/2016,14141,10644.1666666667
46 ST BLISS ST,7, 11/30/2016,14174,
46 ST BLISS ST,7, 12/01/2016,14693,
46 ST BLISS ST,7, 12/02/2016,14927,
52 ST,7, 11/27/2016,2478,
52 ST,7, 11/26/2016,2951,
52 ST,7, 11/28/2016,6375,9266.3333333333
52 ST,7, 11/29/2016,6397,
52 ST,7, 12/02/2016,6499,
52 ST,7, 11/30/2016,6583,
52 ST,7, 12/01/2016,6682,
61 ST WOODSIDE,7, 11/27/2016,8474,
61 ST WOODSIDE,7, 11/26/2016,9796,7405.1666666667
61 ST WOODSIDE,7, 11/29/2016,16129,
61 ST WOODSIDE,7, 11/28/2016,16281,
61 ST WOODSIDE,7, 11/30/2016,16723,
61 ST WOODSIDE,7, 12/02/2016,17281,
61 ST WOODSIDE,7, 12/01/2016,17406,
69 ST,7, 11/27/2016,2029,14308.1666666667
69 ST,7, 11/26/2016,2674,
69 ST,7, 12/02/2016,4749,
69 ST,7, 12/01/2016,4870,
69 ST,7, 11/30/2016,4895,
69 ST,7, 11/29/2016,4906,
69 ST,7, 11/28/2016,4966,4510
82 ST-JACKSON H,7, 11/27/2016,8335,
82 ST-JACKSON H,7, 11/26/2016,10513,
82 ST-JACKSON H,7, 11/29/2016,15585,
82 ST-JACKSON H,7, 11/30/2016,16097,
82 ST-JACKSON H,7, 12/02/2016,16446,
82 ST-JACKSON H,7, 11/28/2016,16448,13904
82 ST-JACKSON H,7, 12/01/2016,16510,
90 ST-ELMHURST,7, 11/27/2016,9036,
90 ST-ELMHURST,7, 11/26/2016,11388,
90 ST-ELMHURST,7, 11/29/2016,16774,
90 ST-ELMHURST,7, 11/30/2016,17184,
90 ST-ELMHURST,7, 11/28/2016,17414,14717.6666666667
90 ST-ELMHURST,7, 12/01/2016,17957,
90 ST-ELMHURST,7, 12/02/2016,18122,
COURT SQ,7, 11/27/2016,1602,
COURT SQ,7, 11/26/2016,2045,
COURT SQ,7, 11/29/2016,3786,
COURT SQ,7, 11/30/2016,4240,7958.6666666667
COURT SQ,7, 11/28/2016,4619,
COURT SQ,7, 12/02/2016,4749,
COURT SQ,7, 12/01/2016,4993,
FLUSHING-MAIN,7, 11/27/2016,30152,
FLUSHING-MAIN,7, 11/26/2016,38560,
FLUSHING-MAIN,7, 11/29/2016,57456,23421.5
FLUSHING-MAIN,7, 11/30/2016,59323,
FLUSHING-MAIN,7, 11/28/2016,61346,
FLUSHING-MAIN,7, 12/02/2016,62498,
FLUSHING-MAIN,7, 12/01/2016,62740,
HUNTERS PT AV,7, 11/27/2016,1090,
HUNTERS PT AV,7, 11/26/2016,1264,41376.8333333333
HUNTERS PT AV,7, 12/02/2016,7054,
HUNTERS PT AV,7, 12/01/2016,7583,
HUNTERS PT AV,7, 11/30/2016,7755,
HUNTERS PT AV,7, 11/28/2016,7856,
HUNTERS PT AV,7, 11/29/2016,7889,
JUNCTION BLVD,7, 11/27/2016,11416,8258.8333333333
JUNCTION BLVD,7, 11/26/2016,15078,
JUNCTION BLVD,7, 11/29/2016,21276,
JUNCTION BLVD,7, 11/30/2016,21987,
JUNCTION BLVD,7, 11/28/2016,22155,
JUNCTION BLVD,7, 12/01/2016,23035,
JUNCTION BLVD,7, 12/02/2016,23428,21159.8333333333
METS-WILLETS PT,7, 11/27/2016,1145,
METS-WILLETS PT,7, 11/26/2016,1626,
METS-WILLETS PT,7, 11/29/2016,2041,
METS-WILLETS PT,7, 11/30/2016,2185,
METS-WILLETS PT,7, 11/28/2016,2307,
METS-WILLETS PT,7, 12/01/2016,2338,1940.3333333333
METS-WILLETS PT,7, 12/02/2016,206514,
VERNON-JACKSON,7, 11/27/2016,5991,
VERNON-JACKSON,7, 11/26/2016,7027,
VERNON-JACKSON,7, 11/28/2016,15066,
VERNON-JACKSON,7, 11/29/2016,15235,
VERNON-JACKSON,7, 11/30/2016,15873,44284.3333333333
VERNON-JACKSON,7, 12/01/2016,17021,
VERNON-JACKSON,7, 12/02/2016,17128,
116 ST,23, 11/27/2016,5860,
116 ST,23, 11/26/2016,6129,
116 ST,23, 11/29/2016,10842,
116 ST,23, 11/28/2016,11012,11332
116 ST,23, 11/30/2016,11282,
116 ST,23, 12/02/2016,11820,
116 ST,23, 12/01/2016,11954,
125 ST,23, 11/27/2016,7268,
125 ST,23, 11/26/2016,8214,
125 ST,23, 11/29/2016,13724,10710.3333333333
125 ST,23, 11/28/2016,14036,
125 ST,23, 11/30/2016,14113,
125 ST,23, 12/02/2016,15351,
125 ST,23, 12/01/2016,15364,
135 ST,23, 11/27/2016,6886,
135 ST,23, 11/26/2016,8278,12338
135 ST,23, 11/29/2016,14636,
135 ST,23, 11/28/2016,14929,
135 ST,23, 11/30/2016,15396,
135 ST,23, 12/02/2016,15933,
135 ST,23, 12/01/2016,16471,
BERGEN ST,23, 11/27/2016,1655,13170
BERGEN ST,23, 11/26/2016,1822,
BERGEN ST,23, 11/28/2016,3787,
BERGEN ST,23, 12/02/2016,3838,
BERGEN ST,23, 11/29/2016,3872,
BERGEN ST,23, 11/30/2016,4004,
BERGEN ST,23, 12/01/2016,4128,3575.1666666667
CENTRAL PK N110,23, 11/27/2016,4507,
CENTRAL PK N110,23, 11/26/2016,5478,
CENTRAL PK N110,23, 11/29/2016,9296,
CENTRAL PK N110,23, 11/28/2016,9575,
CENTRAL PK N110,23, 11/30/2016,9604,
CENTRAL PK N110,23, 12/02/2016,10204,8110.6666666667
CENTRAL PK N110,23, 12/01/2016,10494,
CLARK ST,23, 11/27/2016,2790,
CLARK ST,23, 11/26/2016,3124,
CLARK ST,23, 11/28/2016,5640,
CLARK ST,23, 11/29/2016,5648,
CLARK ST,23, 11/30/2016,5770,5577.6666666667
CLARK ST,23, 12/02/2016,5819,
CLARK ST,23, 12/01/2016,6114,
EASTN PKWY-MUSM,23, 11/27/2016,2220,
EASTN PKWY-MUSM,23, 11/26/2016,2691,
EASTN PKWY-MUSM,23, 11/28/2016,4198,
EASTN PKWY-MUSM,23, 11/29/2016,4427,4244.8333333333
EASTN PKWY-MUSM,23, 12/02/2016,4524,
EASTN PKWY-MUSM,23, 11/30/2016,4592,
EASTN PKWY-MUSM,23, 12/01/2016,4642,
GRAND ARMY PLAZ,23, 11/27/2016,2902,
GRAND ARMY PLAZ,23, 11/26/2016,3441,
GRAND ARMY PLAZ,23, 11/28/2016,7708,4634.8333333333
GRAND ARMY PLAZ,23, 12/02/2016,7974,
GRAND ARMY PLAZ,23, 11/29/2016,8037,
GRAND ARMY PLAZ,23, 11/30/2016,8428,
GRAND ARMY PLAZ,23, 12/01/2016,8723,
HOYT ST,23, 11/27/2016,3450,
HOYT ST,23, 11/26/2016,3948,6760
HOYT ST,23, 11/28/2016,7819,
HOYT ST,23, 11/29/2016,7928,
HOYT ST,23, 12/02/2016,8093,
HOYT ST,23, 11/30/2016,8145,
HOYT ST,23, 12/01/2016,8555,
WALL ST,23, 11/27/2016,4236,7462.6666666667
WALL ST,23, 11/26/2016,5338,
WALL ST,23, 12/02/2016,25540,
WALL ST,23, 11/28/2016,26273,
WALL ST,23, 11/29/2016,28460,
WALL ST,23, 11/30/2016,28638,
WALL ST,23, 12/01/2016,28977,23871
174 ST,25, 11/27/2016,3183,
174 ST,25, 11/26/2016,4012,
174 ST,25, 11/29/2016,7155,
174 ST,25, 11/28/2016,7267,
174 ST,25, 11/30/2016,7522,
174 ST,25, 12/01/2016,7661,6133.3333333333
174 ST,25, 12/02/2016,7814,
219 ST,25, 11/27/2016,650,
219 ST,25, 11/26/2016,927,
219 ST,25, 11/29/2016,3243,
219 ST,25, 11/28/2016,3334,
219 ST,25, 11/30/2016,3411,3229.8333333333
219 ST,25, 12/01/2016,3560,
219 ST,25, 12/02/2016,3618,
225 ST,25, 11/27/2016,1461,
225 ST,25, 11/26/2016,1829,
225 ST,25, 11/29/2016,4307,
225 ST,25, 11/30/2016,4472,3207.8333333333
225 ST,25, 11/28/2016,4491,
225 ST,25, 12/01/2016,4652,
225 ST,25, 12/02/2016,4737,
233 ST,25, 11/27/2016,1658,
233 ST,25, 11/26/2016,2179,
233 ST,25, 11/29/2016,4994,3785.1666666667
233 ST,25, 11/30/2016,5105,
233 ST,25, 11/28/2016,5203,
233 ST,25, 12/01/2016,5407,
233 ST,25, 12/02/2016,5486,
3 AV-149 ST,25, 11/27/2016,9432,
3 AV-149 ST,25, 11/26/2016,12578,7201.8333333333
3 AV-149 ST,25, 11/29/2016,23739,
3 AV-149 ST,25, 11/30/2016,24919,
3 AV-149 ST,25, 11/28/2016,25604,
3 AV-149 ST,25, 12/01/2016,26735,
3 AV-149 ST,25, 12/02/2016,27153,
ALLERTON AV,25, 11/27/2016,1819,21661.5
ALLERTON AV,25, 11/26/2016,2396,
ALLERTON AV,25, 11/29/2016,5176,
ALLERTON AV,25, 11/30/2016,5319,
ALLERTON AV,25, 11/28/2016,5355,
ALLERTON AV,25, 12/02/2016,5637,
ALLERTON AV,25, 12/01/2016,5699,4930.3333333333
BEVERLY RD,25, 11/27/2016,1885,
BEVERLY RD,25, 11/26/2016,2375,
BEVERLY RD,25, 11/29/2016,4502,
BEVERLY RD,25, 11/30/2016,4666,
BEVERLY RD,25, 11/28/2016,4679,
BEVERLY RD,25, 12/01/2016,4886,3832.1666666667
BEVERLY RD,25, 12/02/2016,4968,
BRONX PARK EAST,25, 11/27/2016,580,
BRONX PARK EAST,25, 11/26/2016,855,
BRONX PARK EAST,25, 11/29/2016,2638,
BRONX PARK EAST,25, 11/28/2016,2736,
BRONX PARK EAST,25, 11/30/2016,2804,2430.1666666667
BRONX PARK EAST,25, 12/02/2016,2822,
BRONX PARK EAST,25, 12/01/2016,2841,
BURKE AV,25, 11/27/2016,1144,
BURKE AV,25, 11/26/2016,1479,
BURKE AV,25, 11/29/2016,3371,
BURKE AV,25, 11/28/2016,3490,2524.5
BURKE AV,25, 11/30/2016,3520,
BURKE AV,25, 12/02/2016,3576,
BURKE AV,25, 12/01/2016,3635,
CHURCH AV,25, 11/27/2016,3632,
CHURCH AV,25, 11/26/2016,4862,
CHURCH AV,25, 11/29/2016,9425,4775
CHURCH AV,25, 11/30/2016,9664,
CHURCH AV,25, 11/28/2016,9918,
CHURCH AV,25, 12/01/2016,10132,
CHURCH AV,25, 12/02/2016,10152,
E 180 ST,25, 11/27/2016,3492,
E 180 ST,25, 11/26/2016,4184,7923.6666666667
E 180 ST,25, 11/29/2016,7416,
E 180 ST,25, 11/28/2016,7776,
E 180 ST,25, 11/30/2016,7785,
E 180 ST,25, 12/02/2016,8291,
E 180 ST,25, 12/01/2016,8335,
FLATBUSH AV-B.C,25, 11/27/2016,6447,7675
FLATBUSH AV-B.C,25, 11/26/2016,8090,
FLATBUSH AV-B.C,25, 12/02/2016,20916,
FLATBUSH AV-B.C,25, 11/29/2016,21735,
FLATBUSH AV-B.C,25, 11/28/2016,22312,
FLATBUSH AV-B.C,25, 11/30/2016,22492,
FLATBUSH AV-B.C,25, 12/01/2016,22912,19742.8333333333
FREEMAN ST,25, 11/27/2016,2108,
FREEMAN ST,25, 11/26/2016,2583,
FREEMAN ST,25, 11/29/2016,4762,
FREEMAN ST,25, 11/30/2016,5048,
FREEMAN ST,25, 11/28/2016,5080,
FREEMAN ST,25, 12/02/2016,5222,4133.8333333333
FREEMAN ST,25, 12/01/2016,5328,
GUN HILL RD,25, 11/27/2016,4146,
GUN HILL RD,25, 11/26/2016,4567,
GUN HILL RD,25, 11/29/2016,7156,
GUN HILL RD,25, 11/30/2016,7387,
GUN HILL RD,25, 11/28/2016,7514,6016.3333333333
GUN HILL RD,25, 12/01/2016,7699,
GUN HILL RD,25, 12/02/2016,7824,
INTERVALE AV,25, 11/27/2016,1341,
INTERVALE AV,25, 11/26/2016,1769,
INTERVALE AV,25, 11/29/2016,3250,
INTERVALE AV,25, 11/28/2016,3374,4209.5
INTERVALE AV,25, 11/30/2016,3423,
INTERVALE AV,25, 12/02/2016,3489,
INTERVALE AV,25, 12/01/2016,3503,
JACKSON AV,25, 11/27/2016,2480,
JACKSON AV,25, 11/26/2016,3041,
JACKSON AV,25, 11/29/2016,5790,3621
JACKSON AV,25, 11/28/2016,5801,
JACKSON AV,25, 12/02/2016,6020,
JACKSON AV,25, 11/30/2016,6046,
JACKSON AV,25, 12/01/2016,6069,
NEREID AV,25, 11/27/2016,945,
NEREID AV,25, 11/26/2016,1189,4345
NEREID AV,25, 11/29/2016,3611,
NEREID AV,25, 11/30/2016,3653,
NEREID AV,25, 11/28/2016,3778,
NEREID AV,25, 12/02/2016,3816,
NEREID AV,25, 12/01/2016,3911,
NEWKIRK AV,25, 11/27/2016,2818,3597.8333333333
NEWKIRK AV,25, 11/26/2016,3545,
NEWKIRK AV,25, 11/29/2016,7707,
NEWKIRK AV,25, 11/30/2016,7776,
NEWKIRK AV,25, 12/01/2016,7833,
NEWKIRK AV,25, 12/02/2016,7864,
NEWKIRK AV,25, 11/28/2016,7873,7099.6666666667
PELHAM PKWY,25, 11/27/2016,2896,
PELHAM PKWY,25, 11/26/2016,3870,
PELHAM PKWY,25, 11/29/2016,8511,
PELHAM PKWY,25, 11/30/2016,8806,
PELHAM PKWY,25, 11/28/2016,8891,
PELHAM PKWY,25, 12/01/2016,9331,7050.8333333333
PELHAM PKWY,25, 12/02/2016,9340,
PRESIDENT ST,25, 11/27/2016,1365,
PRESIDENT ST,25, 11/26/2016,1647,
PRESIDENT ST,25, 11/29/2016,4346,
PRESIDENT ST,25, 11/28/2016,4389,
PRESIDENT ST,25, 12/02/2016,4522,4268.1666666667
PRESIDENT ST,25, 11/30/2016,4595,
PRESIDENT ST,25, 12/01/2016,4759,
PROSPECT AV,25, 11/27/2016,3422,
PROSPECT AV,25, 11/26/2016,4194,
PROSPECT AV,25, 11/29/2016,7570,
PROSPECT AV,25, 11/30/2016,7998,5423
PROSPECT AV,25, 11/28/2016,8054,
PROSPECT AV,25, 12/01/2016,8255,
PROSPECT AV,25, 12/02/2016,8362,
SIMPSON ST,25, 11/27/2016,4100,
SIMPSON ST,25, 11/26/2016,5327,
SIMPSON ST,25, 11/29/2016,9024,7187
SIMPSON ST,25, 11/30/2016,9256,
SIMPSON ST,25, 11/28/2016,9480,
SIMPSON ST,25, 12/01/2016,9793,
SIMPSON ST,25, 12/02/2016,10072,
STERLING ST,25, 11/27/2016,2446,
STERLING ST,25, 11/26/2016,2962,7334.8333333333
STERLING ST,25, 11/29/2016,5808,
STERLING ST,25, 11/28/2016,5963,
STERLING ST,25, 11/30/2016,6030,
STERLING ST,25, 12/02/2016,6279,
STERLING ST,25, 12/01/2016,6281,
WEST FARMS SQ,25, 11/27/2016,3193,5592.3333333333
WEST FARMS SQ,25, 11/26/2016,4099,
WEST FARMS SQ,25, 11/29/2016,7053,
WEST FARMS SQ,25, 11/28/2016,7563,
WEST FARMS SQ,25, 12/01/2016,7735,
WEST FARMS SQ,25, 12/02/2016,7744,
WEST FARMS SQ,25, 11/30/2016,7838,7005.3333333333
WINTHROP ST,25, 11/27/2016,2046,
WINTHROP ST,25, 11/26/2016,2454,
WINTHROP ST,25, 11/29/2016,7168,
WINTHROP ST,25, 11/28/2016,7406,
WINTHROP ST,25, 11/30/2016,7433,
WINTHROP ST,25, 12/02/2016,7471,5663
WINTHROP ST,25, 12/01/2016,7498,
CROWN HTS-UTICA,34, 11/27/2016,13039,
CROWN HTS-UTICA,34, 11/26/2016,15900,
CROWN HTS-UTICA,34, 11/29/2016,31997,
CROWN HTS-UTICA,34, 11/30/2016,33299,
CROWN HTS-UTICA,34, 11/28/2016,33313,22507.6666666667
CROWN HTS-UTICA,34, 12/02/2016,34446,
CROWN HTS-UTICA,34, 12/01/2016,34661,
138/GRAND CONC,45, 11/27/2016,1193,
138/GRAND CONC,45, 11/26/2016,1560,
138/GRAND CONC,45, 11/29/2016,3516,
138/GRAND CONC,45, 11/30/2016,3615,13165.1666666667
138/GRAND CONC,45, 11/28/2016,3676,
138/GRAND CONC,45, 12/01/2016,3749,
138/GRAND CONC,45, 12/02/2016,3815,
BOWLING GREEN,45, 11/27/2016,8813,
BOWLING GREEN,45, 11/26/2016,12163,
BOWLING GREEN,45, 11/29/2016,31631,10641.1666666667
BOWLING GREEN,45, 11/30/2016,32258,
BOWLING GREEN,45, 12/02/2016,32500,
BOWLING GREEN,45, 11/28/2016,32612,
BOWLING GREEN,45, 12/01/2016,34389,
WALL ST,45, 11/27/2016,4064,
WALL ST,45, 11/26/2016,5560,23563.8333333333
WALL ST,45, 11/28/2016,20475,
WALL ST,45, 12/02/2016,20764,
WALL ST,45, 11/30/2016,21527,
WALL ST,45, 11/29/2016,21671,
WALL ST,45, 12/01/2016,21765,
34 ST-PENN STA,123, 11/27/2016,14744,20157.6666666667
34 ST-PENN STA,123, 11/26/2016,17942,
34 ST-PENN STA,123, 11/29/2016,36310,
34 ST-PENN STA,123, 11/30/2016,36379,
34 ST-PENN STA,123, 11/28/2016,36654,
34 ST-PENN STA,123, 12/02/2016,36747,
34 ST-PENN STA,123, 12/01/2016,38101,33688.8333333333
72 ST,123, 11/27/2016,18670,
72 ST,123, 11/26/2016,20348,
72 ST,123, 11/29/2016,34321,
72 ST,123, 11/28/2016,34343,
72 ST,123, 11/30/2016,35685,
72 ST,123, 12/01/2016,37634,30166.8333333333
72 ST,123, 12/02/2016,38015,
96 ST,123, 11/27/2016,17847,
96 ST,123, 11/26/2016,19830,
96 ST,123, 11/29/2016,34719,
96 ST,123, 11/28/2016,34898,
96 ST,123, 11/30/2016,36826,30355.8333333333
96 ST,123, 12/01/2016,38197,
96 ST,123, 12/02/2016,38448,
CHAMBERS ST,123, 11/27/2016,5417,
CHAMBERS ST,123, 11/26/2016,6733,
CHAMBERS ST,123, 12/02/2016,23642,
CHAMBERS ST,123, 11/28/2016,24463,22816.6666666667
CHAMBERS ST,123, 11/29/2016,24500,
CHAMBERS ST,123, 11/30/2016,24922,
CHAMBERS ST,123, 12/01/2016,26389,
149/GRAND CONC,245, 11/27/2016,5078,
149/GRAND CONC,245, 11/26/2016,6081,
149/GRAND CONC,245, 12/02/2016,14846,16969.3333333333
149/GRAND CONC,245, 11/29/2016,15462,
149/GRAND CONC,245, 12/01/2016,16005,
149/GRAND CONC,245, 11/30/2016,16043,
149/GRAND CONC,245, 11/28/2016,16044,
125 ST,456, 11/27/2016,11715,
125 ST,456, 11/26/2016,13925,14865.6666666667
125 ST,456, 11/29/2016,25805,
125 ST,456, 11/30/2016,28110,
125 ST,456, 11/28/2016,28668,
125 ST,456, 12/02/2016,29530,
125 ST,456, 12/01/2016,29885,
86 ST,456, 11/27/2016,24910,27818
86 ST,456, 11/26/2016,33883,
86 ST,456, 11/28/2016,60426,
86 ST,456, 11/29/2016,64817,
86 ST,456, 11/30/2016,65640,
86 ST,456, 12/01/2016,67796,
86 ST,456, 12/02/2016,68893,60242.5
NEVINS ST,2345, 11/27/2016,3422,
NEVINS ST,2345, 11/26/2016,4711,
NEVINS ST,2345, 11/29/2016,10062,
NEVINS ST,2345, 11/30/2016,10879,
NEVINS ST,2345, 11/28/2016,10990,
NEVINS ST,2345, 12/02/2016,11682,8624.3333333333
NEVINS ST,2345, 12/01/2016,11939,
TIMES SQ-42 ST, 1237ACENQRSW, 11/27/2016,39170,
TIMES SQ-42 ST, 1237ACENQRSW, 11/26/2016,51331,
TIMES SQ-42 ST, 1237ACENQRSW, 11/28/2016,73053,
TIMES SQ-42 ST, 1237ACENQRSW, 11/29/2016,74757,
TIMES SQ-42 ST, 1237ACENQRSW, 11/30/2016,81379,55271.5
TIMES SQ-42 ST, 1237ACENQRSW, 12/02/2016,83355,
TIMES SQ-42 ST, 1237ACENQRSW, 12/01/2016,84855,
34 ST-PENN STA, 123ACE, 11/27/2016,27707,
34 ST-PENN STA, 123ACE, 11/26/2016,29157,
34 ST-PENN STA, 123ACE, 12/02/2016,50954,
34 ST-PENN STA, 123ACE, 11/28/2016,52214,54707
34 ST-PENN STA, 123ACE, 11/30/2016,53676,
34 ST-PENN STA, 123ACE, 12/01/2016,54162,
34 ST-PENN STA, 123ACE, 11/29/2016,54853,
14 ST, 123FLM, 11/27/2016,11528,
14 ST, 123FLM, 11/26/2016,13414,
14 ST, 123FLM, 11/29/2016,22086,34953.1666666667
14 ST, 123FLM, 11/28/2016,22718,
14 ST, 123FLM, 11/30/2016,23717,
14 ST, 123FLM, 12/02/2016,25103,
14 ST, 123FLM, 12/01/2016,25628,
59 ST COLUMBUS, 1ABCD, 11/27/2016,6100,
59 ST COLUMBUS, 1ABCD, 11/26/2016,7403,18444.8333333333
59 ST COLUMBUS, 1ABCD, 11/29/2016,15443,
59 ST COLUMBUS, 1ABCD, 11/28/2016,15493,
